16691,0,-44.19,8.79,972.66,37.84,31.74,3.66,-22.14,42.55,-36.30
16746,1,-46.39,17.94,973.14,39.06,31.74,3.66,-21.96,42.81,-35.83
16802,2,-50.17,25.88,972.66,38.45,29.30,4.27,-22.42,43.02,-34.66
16859,0,-46.51,14.40,974.49,40.28,30.52,4.88,-21.84,43.03,-35.78
16915,1,-46.26,10.25,973.02,39.06,31.74,4.27,-22.23,42.60,-36.07
16971,2,-49.19,19.04,971.44,38.45,31.74,4.27,-22.57,42.81,-35.42
17028,0,-47.36,19.41,972.66,39.06,30.52,4.88,-22.28,42.87,-35.83
17083,1,-43.95,11.47,973.02,37.23,31.13,4.88,-22.12,42.74,-35.05
17139,2,-45.53,12.82,973.14,39.06,32.35,4.27,-22.33,42.70,-35.63
17196,0,-45.17,19.04,972.53,39.67,31.13,4.88,-22.45,42.25,-36.65
17252,1,-43.95,15.50,974.00,38.45,30.52,4.88,-22.45,42.92,-36.84
17308,2,-46.14,12.21,972.90,39.06,31.74,4.88,-22.31,42.52,-36.16
