1,-26.98,22.09,975.10,37.84,29.91,7.93,-8.70,34.40,-38.72
2,-26.86,22.58,970.34,39.06,29.91,8.54,-8.64,33.85,-38.53
0,-25.88,22.09,969.12,39.06,29.91,4.88,-8.65,34.07,-38.10
1,-25.88,21.48,973.27,37.23,29.91,7.32,-8.68,33.81,-38.78
2,-27.59,22.34,975.22,38.45,31.74,6.71,-8.83,33.62,-39.23
0,-26.00,22.58,973.39,40.28,29.91,7.32,-8.78,33.92,-39.17
1,-25.88,21.24,968.51,39.06,29.91,7.32,-8.89,33.69,-39.25
2,-25.76,23.19,969.60,38.45,30.52,6.71,-8.79,34.08,-38.70
0,-26.98,23.07,975.59,40.28,30.52,6.71,-8.50,34.30,-39.45
1,-26.25,21.12,975.83,39.67,29.91,7.93,-9.02,34.27,-39.56
2,-26.00,21.61,970.46,38.45,29.91,7.32,-9.35,34.09,-38.46
0,-26.61,22.22,968.63,38.45,31.13,9.16,-8.22,34.11,-39.23
1,-26.37,22.71,971.44,39.67,31.74,8.54,-8.74,34.03,-39.86
2,-26.98,21.12,976.93,39.06,31.13,7.32,-9.25,34.17,-40.03
0,-27.22,21.73,974.61,38.45,29.91,7.93,-8.75,34.00,-39.61
1,-26.37,23.56,968.51,38.45,29.91,7.93,-9.02,34.20,-39.37
2,-26.73,21.97,970.09,37.84,30.52,7.32,-9.18,33.20,-39.25
0,-26.98,22.71,975.59,38.45,29.30,6.71,-9.12,33.78,-39.07
1,-27.22,21.85,975.46,37.84,29.91,7.32,-9.31,33.64,-38.68
2,-26.98,22.34,972.53,38.45,29.30,8.54,-9.42,34.35,-39.22
0,-25.88,21.12,968.14,39.06,28.69,7.32,-8.72,34.23,-39.37
